maintenance_id,property_id,agent_id,owner_id,description,maintenance_type,cost,maintenance_date
45,29,122,350,Replace Roof at property,Roof,276,2023-06-01
46,29,122,350,Repair Cleaning at property,Cleaning,1567,2024-12-18
47,29,122,350,Install Appliances at property,Appliances,3721,2024-11-13
48,30,164,2,Install Appliances at property,Appliances,3845,2023-02-10
49,30,164,2,Install Plumbing at property,Plumbing,4159,2021-12-24
50,33,133,517,Replace HVAC at property,HVAC,5575,2024-12-09
51,33,133,517,Replace Painting at property,Painting,489,2024-12-20
52,33,133,517,Repair Electrical at property,Electrical,5513,2024-12-26
53,33,133,517,Repair Appliances at property,Appliances,4737,2024-12-24
54,34,234,526,Replace Electrical at property,Electrical,432,2020-03-20
55,34,234,526,Repair Cleaning at property,Cleaning,205,2022-05-27
56,34,234,526,Replace Roof at property,Roof,1565,2022-02-25
57,34,234,526,Repair Painting at property,Painting,1869,2024-10-05
58,34,234,526,Repair Plumbing at property,Plumbing,2343,2022-12-22
59,34,234,526,Replace Electrical at property,Electrical,1115,2023-03-09
60,36,58,1641,Replace Electrical at property,Electrical,2179,2023-12-03
61,37,166,912,Install HVAC at property,HVAC,5237,2024-04-02
62,37,166,912,Fix HVAC at property,HVAC,6510,2022-04-24
63,37,166,912,Replace Electrical at property,Electrical,4626,2024-01-02
64,38,201,745,Repair HVAC at property,HVAC,1460,2024-10-18
65,38,201,745,Replace Painting at property,Painting,1320,2024-07-24
66,38,201,745,Install HVAC at property,HVAC,1567,2024-09-03
67,38,201,745,Install Plumbing at property,Plumbing,450,2024-10-16
68,39,9,1732,Install Appliances at property,Appliances,81,2023-08-19
69,39,9,1732,Fix Electrical at property,Electrical,630,2023-12-28
70,39,9,1732,Repair Painting at property,Painting,1306,2024-05-25
71,39,9,1732,Repair Plumbing at property,Plumbing,418,2024-05-28
72,40,164,752,Repair Electrical at property,Electrical,2387,2024-07-27
73,43,166,1310,Install Appliances at property,Appliances,2204,2022-01-06
74,43,166,1310,Replace Painting at property,Painting,205,2024-03-21
75,44,143,742,Repair Cleaning at property,Cleaning,1129,2023-01-28
76,44,143,742,Replace Appliances at property,Appliances,79,2024-04-06
77,45,56,27,Replace HVAC at property,HVAC,634,2022-11-27
78,46,20,455,Replace Plumbing at property,Plumbing,3553,2024-10-08
79,48,25,972,Replace Painting at property,Painting,2271,2024-08-31
80,48,25,972,Repair Electrical at property,Electrical,275,2024-02-08
81,53,166,1723,Fix Painting at property,Painting,251,2023-08-30
82,53,166,1723,Replace Roof at property,Roof,1823,2024-04-06
83,56,115,1004,Replace Cleaning at property,Cleaning,2218,2021-09-03
84,56,115,1004,Fix Plumbing at property,Plumbing,732,2024-05-03
85,56,115,1004,Replace Cleaning at property,Cleaning,2140,2022-05-30
86,56,115,1004,Repair Painting at property,Painting,1261,2022-12-13
87,58,122,255,Repair Electrical at property,Electrical,2192,2023-11-10
88,58,122,255,Replace Electrical at property,Electrical,6312,2022-11-07
89,58,122,255,Replace HVAC at property,HVAC,4376,2023-09-27
90,58,122,255,Fix Roof at property,Roof,1592,2024-10-29
91,58,122,255,Repair Electrical at property,Electrical,1238,2022-06-27
92,58,122,255,Repair Electrical at property,Electrical,2523,2023-11-25
93,59,115,173,Install Roof at property,Roof,1361,2024-12-25
94,61,163,1634,Install Appliances at property,Appliances,3716,2023-05-01
95,61,163,1634,Repair Roof at property,Roof,2376,2023-07-08
96,61,163,1634,Replace Roof at property,Roof,4483,2023-06-20
97,61,163,1634,Install Painting at property,Painting,4344,2023-02-01
98,62,170,1151,Repair Roof at property,Roof,568,2024-06-24
99,62,170,1151,Install Cleaning at property,Cleaning,2358,2024-08-12
100,63,166,189,Fix Electrical at property,Electrical,612,2024-11-25
101,63,166,189,Install Painting at property,Painting,265,2024-08-22
102,64,220,78,Install Painting at property,Painting,2045,2021-12-02
103,64,220,78,Install Painting at property,Painting,2105,2024-03-22
104,64,220,78,Install Roof at property,Roof,647,2023-03-02
105,64,220,78,Fix HVAC at property,HVAC,2155,2020-08-01
106,66,204,592,Repair HVAC at property,HVAC,2132,2024-02-23
107,66,204,592,Fix Cleaning at property,Cleaning,2303,2022-07-03
108,66,204,592,Repair Electrical at property,Electrical,1403,2023-12-28
109,66,204,592,Fix Plumbing at property,Plumbing,1221,2022-12-12
110,66,204,592,Fix Painting at property,Painting,1750,2023-07-13
111,68,143,493,Replace HVAC at property,HVAC,2372,2024-12-04
112,68,143,493,Install HVAC at property,HVAC,1187,2024-11-27
113,68,143,493,Fix Plumbing at property,Plumbing,1371,2024-12-20
114,70,59,465,Install Plumbing at property,Plumbing,642,2024-07-26
115,71,115,332,Install Appliances at property,Appliances,2413,2022-11-24
116,73,238,765,Replace Roof at property,Roof,374,2024-07-27
117,73,238,765,Install Roof at property,Roof,632,2024-05-21
118,73,238,765,Repair Appliances at property,Appliances,668,2023-01-05
119,73,238,765,Repair Painting at property,Painting,200,2021-12-10
120,75,56,1084,Repair Cleaning at property,Cleaning,378,2023-03-22
121,75,56,1084,Install Plumbing at property,Plumbing,1802,2024-03-23
122,78,234,1220,Fix Appliances at property,Appliances,359,2021-11-07
123,80,110,717,Repair HVAC at property,HVAC,1139,2024-03-28
124,80,110,717,Repair Appliances at property,Appliances,1394,2024-03-22
125,81,9,478,Repair HVAC at property,HVAC,1550,2023-03-25
126,82,234,1462,Replace HVAC at property,HVAC,1622,2024-05-30
127,82,234,1462,Fix HVAC at property,HVAC,811,2024-03-05
128,83,115,355,Fix Cleaning at property,Cleaning,463,2022-08-25
129,83,115,355,Fix Electrical at property,Electrical,552,2022-11-17
130,84,238,1083,Repair Electrical at property,Electrical,5928,2021-09-30
131,84,238,1083,Repair Appliances at property,Appliances,5148,2022-04-01
132,84,238,1083,Repair Roof at property,Roof,4968,2021-12-03
133,84,238,1083,Install Plumbing at property,Plumbing,3285,2024-08-31
134,84,238,1083,Install Painting at property,Painting,2269,2022-01-25
135,88,56,259,Install Cleaning at property,Cleaning,2420,2023-12-16
136,89,10,1174,Fix Plumbing at property,Plumbing,468,2024-03-04
137,89,10,1174,Replace Painting at property,Painting,4817,2024-06-16
138,89,10,1174,Install Cleaning at property,Cleaning,6470,2023-01-14
139,91,119,1727,Fix Roof at property,Roof,4169,2021-08-08
140,91,119,1727,Replace Roof at property,Roof,2242,2023-02-05
141,91,119,1727,Fix Plumbing at property,Plumbing,2152,2023-12-28
142,91,119,1727,Install Painting at property,Painting,4753,2021-10-19
143,92,68,904,Fix Cleaning at property,Cleaning,1864,2024-12-03
144,92,68,904,Fix Appliances at property,Appliances,1988,2024-10-12
145,92,68,904,Fix Cleaning at property,Cleaning,922,2024-09-18
146,94,143,1609,Repair Roof at property,Roof,2344,2023-11-27
147,94,143,1609,Repair HVAC at property,HVAC,2129,2024-08-19
148,95,58,60,Fix Electrical at property,Electrical,1971,2024-05-26
149,95,58,60,Fix Appliances at property,Appliances,3414,2024-09-08
150,95,58,60,Repair Electrical at property,Electrical,153,2024-03-19
151,95,58,60,Replace Electrical at property,Electrical,4672,2024-08-21
152,96,164,1444,Repair Painting at property,Painting,1164,2023-11-20
153,96,164,1444,Fix HVAC at property,HVAC,789,2024-03-19
154,97,25,774,Replace Painting at property,Painting,1079,2021-04-30
155,98,163,321,Fix Roof at property,Roof,1320,2024-03-16
156,98,163,321,Install Painting at property,Painting,2385,2024-10-01
157,99,164,280,Install Plumbing at property,Plumbing,6317,2024-10-23
158,99,164,280,Replace Appliances at property,Appliances,243,2022-10-24
159,100,122,218,Replace Cleaning at property,Cleaning,1465,2024-06-25
160,100,122,218,Repair Plumbing at property,Plumbing,52,2024-08-06
161,101,201,29,Replace Painting at property,Painting,184,2024-09-07
162,101,201,29,Repair HVAC at property,HVAC,1505,2024-11-09
163,101,201,29,Fix Appliances at property,Appliances,964,2024-11-26
164,107,142,1020,Fix Painting at property,Painting,1484,2023-08-14
165,107,142,1020,Replace HVAC at property,HVAC,584,2022-11-04
166,107,142,1020,Fix Appliances at property,Appliances,1386,2023-02-15
167,109,105,818,Replace Plumbing at property,Plumbing,72,2022-05-14
168,109,105,818,Fix Plumbing at property,Plumbing,220,2024-09-22
169,111,94,1203,Replace Plumbing at property,Plumbing,1784,2024-07-24
170,112,238,1637,Repair Plumbing at property,Plumbing,2269,2023-09-22
171,112,238,1637,Install Plumbing at property,Plumbing,2050,2024-07-29
172,112,238,1637,Fix Electrical at property,Electrical,1274,2023-06-29
173,113,94,360,Fix Appliances at property,Appliances,678,2024-04-08
174,114,143,608,Repair Painting at property,Painting,931,2023-09-15
175,115,122,169,Replace Roof at property,Roof,2732,2023-11-12
176,115,122,169,Install Electrical at property,Electrical,6018,2024-09-19
177,115,122,169,Fix Electrical at property,Electrical,3130,2021-05-30
178,122,174,122,Repair Painting at property,Painting,1398,2024-03-26
179,122,174,122,Install Appliances at property,Appliances,1320,2023-06-07
180,125,33,1196,Fix Roof at property,Roof,538,2022-02-19
181,125,33,1196,Replace Electrical at property,Electrical,712,2023-04-01
182,126,31,111,Fix HVAC at property,HVAC,2010,2024-12-09
183,126,31,111,Install Roof at property,Roof,1093,2024-11-22
184,130,56,1488,Fix Plumbing at property,Plumbing,1047,2021-02-20
185,132,8,1452,Fix HVAC at property,HVAC,1645,2024-11-16
186,134,178,1435,Repair Cleaning at property,Cleaning,6992,2023-09-29
187,134,178,1435,Install Cleaning at property,Cleaning,5010,2023-07-21
188,135,110,1435,Install HVAC at property,HVAC,2037,2024-02-16
189,135,110,1435,Repair Electrical at property,Electrical,1890,2022-01-11
190,136,76,308,Install Painting at property,Painting,466,2023-01-28
191,137,58,1230,Install Plumbing at property,Plumbing,193,2022-03-16
192,137,58,1230,Fix Appliances at property,Appliances,323,2022-12-04
193,138,40,1233,Fix Appliances at property,Appliances,915,2023-12-16
194,138,40,1233,Repair Electrical at property,Electrical,1891,2023-04-16
195,138,40,1233,Repair Electrical at property,Electrical,1995,2021-12-20
196,140,178,1234,Replace Plumbing at property,Plumbing,2267,2021-12-11
197,142,10,1670,Install Cleaning at property,Cleaning,4674,2024-12-22
198,142,10,1670,Repair HVAC at property,HVAC,6071,2024-08-12
199,143,10,906,Repair Appliances at property,Appliances,1683,2020-11-10
200,143,10,906,Repair Electrical at property,Electrical,1433,2023-07-26
201,144,38,629,Install Plumbing at property,Plumbing,4801,2024-04-24
202,144,38,629,Install Plumbing at property,Plumbing,1020,2023-02-23
203,144,38,629,Fix Painting at property,Painting,6162,2023-11-27
204,146,119,465,Install HVAC at property,HVAC,1761,2022-07-15
205,147,38,563,Install HVAC at property,HVAC,1714,2023-07-01
206,147,38,563,Replace Electrical at property,Electrical,1796,2022-10-23
207,148,174,1173,Install Painting at property,Painting,6877,2024-12-25
208,149,110,1422,Install Roof at property,Roof,1351,2023-12-23
209,150,174,411,Fix Painting at property,Painting,1423,2023-07-17
210,153,110,1684,Install Roof at property,Roof,363,2024-12-26
211,155,88,187,Replace Painting at property,Painting,1432,2023-03-09
212,156,250,199,Replace Appliances at property,Appliances,190,2021-05-06
213,158,59,1399,Replace Roof at property,Roof,364,2023-12-05
214,158,59,1399,Install Electrical at property,Electrical,422,2024-09-02
215,158,59,1399,Repair HVAC at property,HVAC,2073,2024-09-11
216,160,224,1049,Fix Painting at property,Painting,1553,2022-11-01
217,161,165,137,Fix Plumbing at property,Plumbing,3048,2023-09-08
218,161,165,137,Install Plumbing at property,Plumbing,435,2023-09-23
219,163,238,127,Fix Cleaning at property,Cleaning,4719,2024-12-21
220,163,238,127,Install HVAC at property,HVAC,6722,2024-09-03
221,165,83,30,Fix HVAC at property,HVAC,2106,2022-09-29
222,169,115,1335,Replace Cleaning at property,Cleaning,2154,2023-05-24
223,171,169,1077,Fix Roof at property,Roof,2027,2024-07-09
224,171,169,1077,Install HVAC at property,HVAC,2421,2023-07-11
225,172,178,749,Fix HVAC at property,HVAC,1338,2023-09-21
226,173,114,680,Repair Painting at property,Painting,1814,2023-08-14
227,173,114,680,Fix Appliances at property,Appliances,6718,2022-04-13
228,173,114,680,Repair Appliances at property,Appliances,3765,2022-12-14
229,174,234,1489,Fix HVAC at property,HVAC,1944,2022-05-14
230,174,234,1489,Fix HVAC at property,HVAC,2084,2022-09-07
231,174,234,1489,Fix Plumbing at property,Plumbing,1045,2022-10-28
232,176,33,1568,Replace Painting at property,Painting,4628,2024-10-20
233,176,33,1568,Replace Roof at property,Roof,4039,2024-12-17
234,176,33,1568,Repair Painting at property,Painting,735,2024-10-26
235,176,33,1568,Replace Cleaning at property,Cleaning,3656,2024-11-22
236,176,33,1568,Install HVAC at property,HVAC,6050,2024-09-21
237,176,33,1568,Install Appliances at property,Appliances,5323,2024-10-12
238,176,33,1568,Repair Electrical at property,Electrical,1731,2024-11-21
239,179,38,199,Repair Cleaning at property,Cleaning,6480,2024-11-24
240,179,38,199,Install Roof at property,Roof,3887,2024-09-27
241,179,38,199,Replace Electrical at property,Electrical,2884,2024-09-25
242,179,38,199,Install Plumbing at property,Plumbing,5359,2024-09-09
243,179,38,199,Fix Plumbing at property,Plumbing,5934,2024-11-12
244,181,59,889,Fix Cleaning at property,Cleaning,773,2023-10-06
245,182,165,324,Install Painting at property,Painting,2472,2023-05-08
246,182,165,324,Fix Plumbing at property,Plumbing,4246,2022-06-04
247,182,165,324,Install HVAC at property,HVAC,3638,2023-01-25
248,185,115,648,Replace HVAC at property,HVAC,1819,2024-10-18
249,186,40,1532,Install Appliances at property,Appliances,2358,2024-10-23
250,188,83,237,Repair Cleaning at property,Cleaning,75,2023-12-02
251,190,151,876,Fix Plumbing at property,Plumbing,1334,2024-10-17
252,193,174,317,Fix Plumbing at property,Plumbing,2063,2024-08-04
253,195,199,217,Fix Electrical at property,Electrical,1107,2021-07-20
254,198,250,1069,Install Appliances at property,Appliances,2441,2024-09-14
255,200,199,244,Replace Appliances at property,Appliances,295,2023-03-08
256,202,137,1007,Replace Appliances at property,Appliances,801,2022-04-02
257,202,137,1007,Fix Roof at property,Roof,1932,2024-05-29
258,202,137,1007,Install Electrical at property,Electrical,43,2024-03-25
259,202,137,1007,Replace Electrical at property,Electrical,565,2023-07-27
260,203,40,735,Install Appliances at property,Appliances,1490,2024-03-15
261,203,40,735,Install Plumbing at property,Plumbing,79,2024-10-24
262,203,40,735,Repair Roof at property,Roof,2813,2024-07-04
263,203,40,735,Fix HVAC at property,HVAC,415,2024-07-09
264,204,239,517,Replace Roof at property,Roof,985,2024-01-13
265,205,200,496,Install Painting at property,Painting,211,2024-01-24
266,205,200,496,Fix Electrical at property,Electrical,596,2024-04-03
267,205,200,496,Replace HVAC at property,HVAC,299,2023-06-01
268,205,200,496,Repair Cleaning at property,Cleaning,2248,2021-08-17
269,206,223,1482,Repair HVAC at property,HVAC,1724,2021-12-01
270,207,56,1384,Fix Roof at property,Roof,1410,2023-11-20
271,208,238,1427,Fix Painting at property,Painting,1573,2023-06-07
272,208,238,1427,Repair HVAC at property,HVAC,1324,2022-07-01
273,208,238,1427,Replace Plumbing at property,Plumbing,2122,2023-10-28
274,208,238,1427,Replace Plumbing at property,Plumbing,909,2023-10-08
275,210,250,17,Replace Roof at property,Roof,1938,2023-12-02
276,210,250,17,Repair Painting at property,Painting,1124,2024-10-22
277,213,58,1143,Replace HVAC at property,HVAC,1804,2024-01-09
278,213,58,1143,Replace Roof at property,Roof,1595,2023-02-12
279,213,58,1143,Repair Electrical at property,Electrical,1867,2022-11-30
280,215,178,1161,Install Plumbing at property,Plumbing,71,2024-08-14
281,216,143,1280,Fix Appliances at property,Appliances,2477,2024-07-05
282,216,143,1280,Install Roof at property,Roof,592,2024-10-09
283,216,143,1280,Fix Cleaning at property,Cleaning,2115,2024-11-19
284,218,204,1463,Fix Plumbing at property,Plumbing,1963,2023-11-18
285,219,202,401,Repair Cleaning at property,Cleaning,225,2024-12-12
286,221,133,258,Replace HVAC at property,HVAC,3882,2024-02-05
287,221,133,258,Install Cleaning at property,Cleaning,1249,2024-02-03
288,221,133,258,Replace Electrical at property,Electrical,1975,2024-01-31
289,221,133,258,Replace Plumbing at property,Plumbing,4897,2024-08-28
290,222,158,694,Fix Roof at property,Roof,2036,2023-10-15
291,222,158,694,Install Painting at property,Painting,6488,2023-12-24
292,222,158,694,Repair Electrical at property,Electrical,1780,2023-11-29
293,222,158,694,Install Painting at property,Painting,2834,2024-11-15
294,222,158,694,Install Plumbing at property,Plumbing,3603,2024-07-22
295,224,143,119,Replace Electrical at property,Electrical,2139,2024-10-19
296,224,143,119,Install Painting at property,Painting,2298,2023-10-10
297,228,56,1277,Repair Painting at property,Painting,940,2024-09-04
298,228,56,1277,Fix Painting at property,Painting,33,2024-11-11
299,228,56,1277,Repair Cleaning at property,Cleaning,1516,2024-11-12
300,228,56,1277,Repair Cleaning at property,Cleaning,1284,2024-12-07
301,229,223,639,Replace Appliances at property,Appliances,2544,2024-05-30
302,229,223,639,Fix Painting at property,Painting,4976,2024-11-17
303,229,223,639,Replace Cleaning at property,Cleaning,6622,2024-02-07
304,229,223,639,Replace HVAC at property,HVAC,1443,2024-08-01
305,229,223,639,Replace Electrical at property,Electrical,5533,2023-11-02
306,229,223,639,Replace HVAC at property,HVAC,5719,2023-06-10
307,229,223,639,Install Painting at property,Painting,2073,2024-12-03
308,230,250,711,Fix Plumbing at property,Plumbing,232,2022-12-31
309,231,174,348,Replace Cleaning at property,Cleaning,1211,2024-09-20
310,231,174,348,Repair Roof at property,Roof,1510,2024-05-16
311,231,174,348,Repair HVAC at property,HVAC,2436,2024-09-11
312,231,174,348,Install Electrical at property,Electrical,1031,2024-06-12
313,232,133,1034,Fix Electrical at property,Electrical,1983,2024-12-18
314,233,201,1570,Fix HVAC at property,HVAC,60,2024-07-11
315,234,250,135,Replace Cleaning at property,Cleaning,1092,2022-12-25
316,234,250,135,Replace Appliances at property,Appliances,651,2022-08-10
317,235,163,1622,Fix Roof at property,Roof,1209,2021-12-06
318,236,183,1479,Fix Cleaning at property,Cleaning,6246,2023-06-18
319,236,183,1479,Repair Roof at property,Roof,5516,2022-10-04
320,236,183,1479,Repair Plumbing at property,Plumbing,674,2023-04-01
321,236,183,1479,Repair Plumbing at property,Plumbing,192,2024-08-18
322,236,183,1479,Replace Appliances at property,Appliances,1685,2023-11-20
323,240,178,212,Repair HVAC at property,HVAC,1779,2023-01-21
324,240,178,212,Fix Roof at property,Roof,530,2024-12-10
325,241,83,1631,Install Appliances at property,Appliances,424,2022-01-13
326,242,31,1307,Repair Appliances at property,Appliances,5435,2023-09-03
327,242,31,1307,Install Appliances at property,Appliances,2672,2024-10-29
328,242,31,1307,Replace HVAC at property,HVAC,2504,2024-03-30
329,243,88,1590,Install HVAC at property,HVAC,1850,2023-12-20
330,243,88,1590,Repair Appliances at property,Appliances,242,2024-08-16
331,244,40,1354,Fix Appliances at property,Appliances,291,2024-10-12
332,244,40,1354,Repair HVAC at property,HVAC,394,2024-10-07
333,244,40,1354,Install Painting at property,Painting,2180,2024-11-27
334,245,58,1710,Replace Electrical at property,Electrical,713,2022-11-19
335,246,169,69,Replace HVAC at property,HVAC,2137,2022-09-09
336,250,76,1544,Repair HVAC at property,HVAC,1742,2022-09-24
337,250,76,1544,Fix HVAC at property,HVAC,89,2023-04-07
338,251,204,838,Fix Plumbing at property,Plumbing,364,2024-10-10
339,251,204,838,Install Roof at property,Roof,2192,2024-03-27
340,253,178,1472,Install Electrical at property,Electrical,150,2024-06-03
341,253,178,1472,Replace Roof at property,Roof,991,2024-10-20
342,255,204,1150,Repair Painting at property,Painting,2517,2020-06-23
343,255,204,1150,Fix Electrical at property,Electrical,2201,2022-11-17
344,255,204,1150,Install Electrical at property,Electrical,4812,2022-01-13
345,255,204,1150,Fix Plumbing at property,Plumbing,3837,2020-10-21
346,256,8,406,Install Roof at property,Roof,249,2024-12-20
347,258,142,142,Replace Electrical at property,Electrical,5911,2023-08-21
348,258,142,142,Install Cleaning at property,Cleaning,5238,2022-12-23
349,258,142,142,Fix Electrical at property,Electrical,3105,2024-02-16
350,258,142,142,Fix Appliances at property,Appliances,802,2022-09-03
351,259,68,333,Replace Plumbing at property,Plumbing,2525,2024-11-24
352,259,68,333,Install Painting at property,Painting,1366,2024-03-24
353,259,68,333,Repair Plumbing at property,Plumbing,5891,2024-06-18
354,259,68,333,Fix Cleaning at property,Cleaning,4260,2024-04-01
355,260,183,323,Fix Roof at property,Roof,29,2024-09-11
356,262,58,958,Install Plumbing at property,Plumbing,1594,2022-04-28
357,262,58,958,Repair HVAC at property,HVAC,49,2024-02-05
358,263,201,15,Replace HVAC at property,HVAC,2402,2024-12-08
359,264,68,39,Replace Plumbing at property,Plumbing,499,2024-12-19
360,264,68,39,Fix Roof at property,Roof,186,2024-11-29
361,265,250,442,Repair Roof at property,Roof,1727,2023-09-28
362,265,250,442,Repair Appliances at property,Appliances,3909,2022-10-15
363,265,250,442,Repair Painting at property,Painting,6268,2023-01-08
364,265,250,442,Replace Roof at property,Roof,4935,2023-11-27
365,265,250,442,Fix Electrical at property,Electrical,4485,2023-04-18
366,265,250,442,Replace Cleaning at property,Cleaning,4181,2024-12-22
367,266,25,973,Fix Appliances at property,Appliances,1191,2024-08-28
368,266,25,973,Repair Appliances at property,Appliances,22,2023-02-12
369,266,25,973,Install Electrical at property,Electrical,948,2021-07-28
370,267,105,392,Replace Painting at property,Painting,674,2021-01-03
371,267,105,392,Repair HVAC at property,HVAC,1388,2023-08-25
372,267,105,392,Replace Electrical at property,Electrical,1175,2023-06-30
373,270,122,1612,Replace Electrical at property,Electrical,482,2024-03-12
374,270,122,1612,Repair Plumbing at property,Plumbing,640,2024-11-05
375,271,143,1585,Install Roof at property,Roof,958,2024-10-05
376,272,165,46,Fix Electrical at property,Electrical,2424,2024-11-06
377,272,165,46,Replace Appliances at property,Appliances,1125,2024-11-25
378,274,58,1302,Repair Plumbing at property,Plumbing,1888,2024-08-11
379,275,239,1553,Replace HVAC at property,HVAC,2933,2023-04-25
380,275,239,1553,Repair Painting at property,Painting,1995,2023-03-22
381,275,239,1553,Install Plumbing at property,Plumbing,4896,2022-06-26
382,275,239,1553,Replace Electrical at property,Electrical,82,2024-01-01
383,276,8,1508,Repair HVAC at property,HVAC,5410,2022-03-06
384,276,8,1508,Replace HVAC at property,HVAC,5386,2024-07-04
385,277,204,1257,Install Roof at property,Roof,1445,2022-09-24
386,277,204,1257,Install Appliances at property,Appliances,1024,2023-09-19
387,278,94,1026,Repair Appliances at property,Appliances,3054,2024-05-27
388,278,94,1026,Replace Plumbing at property,Plumbing,1347,2024-11-04
389,278,94,1026,Repair Cleaning at property,Cleaning,4105,2024-12-25
390,278,94,1026,Replace Roof at property,Roof,3623,2024-11-17
391,278,94,1026,Install Roof at property,Roof,6755,2024-09-08
392,278,94,1026,Replace Appliances at property,Appliances,4477,2024-10-12
393,278,94,1026,Repair Appliances at property,Appliances,153,2024-11-15
394,278,94,1026,Replace Cleaning at property,Cleaning,1622,2024-11-13
395,278,94,1026,Install Plumbing at property,Plumbing,1038,2024-11-15
396,279,250,618,Fix Appliances at property,Appliances,911,2024-08-27
397,279,250,618,Repair Roof at property,Roof,871,2024-07-12
398,280,199,412,Replace Cleaning at property,Cleaning,1525,2022-04-05
399,282,224,734,Replace Cleaning at property,Cleaning,356,2023-11-07
400,283,20,1593,Install Plumbing at property,Plumbing,1988,2024-12-11
401,285,20,1327,Fix HVAC at property,HVAC,431,2024-07-25
402,285,20,1327,Fix Plumbing at property,Plumbing,650,2024-11-01
403,291,8,1191,Repair Painting at property,Painting,789,2021-05-24
404,291,8,1191,Replace Roof at property,Roof,146,2022-08-08
405,291,8,1191,Install Painting at property,Painting,1174,2021-12-14
406,291,8,1191,Fix Cleaning at property,Cleaning,181,2023-10-03
407,291,8,1191,Fix Cleaning at property,Cleaning,997,2022-09-10
408,291,8,1191,Replace Painting at property,Painting,174,2023-05-25
409,292,8,474,Repair Plumbing at property,Plumbing,1183,2024-12-21
410,292,8,474,Fix HVAC at property,HVAC,980,2024-12-08
411,293,137,578,Fix HVAC at property,HVAC,2488,2023-04-04
412,295,142,318,Repair Cleaning at property,Cleaning,2375,2023-05-22
413,297,115,393,Fix HVAC at property,HVAC,3507,2022-09-06
414,297,115,393,Fix Appliances at property,Appliances,674,2024-11-01
415,297,115,393,Replace Painting at property,Painting,1921,2023-06-20
416,297,115,393,Fix HVAC at property,HVAC,3683,2021-09-06
417,298,165,1653,Fix HVAC at property,HVAC,332,2023-09-17
418,298,165,1653,Replace Roof at property,Roof,868,2022-12-05
419,298,165,1653,Replace Cleaning at property,Cleaning,2446,2024-04-20
420,299,105,1523,Fix Plumbing at property,Plumbing,2500,2024-09-26
421,299,105,1523,Replace Plumbing at property,Plumbing,72,2022-04-13
422,299,105,1523,Fix Appliances at property,Appliances,543,2022-11-09
423,302,98,570,Repair Roof at property,Roof,627,2024-02-07
