address_id,street,city,state,latitude,longitude
100,12086 Kathy Rue,Houston,TX,29.772702,-95.192663
101,21993 Karen Groves,San Jose,CA,37.244842,-121.949562
102,2505 Katherine Club,Tampa,FL,27.957041,-82.468951
103,86212 Reginald Trafficway,Orlando,FL,28.532652,-81.430266
104,6808 Jason Squares,Tampa,FL,27.976463,-82.447024
105,834 Tara Viaduct,Aurora,IL,41.739565,-88.20644
106,17967 Kathryn Trace,Chicago,IL,41.89444,-87.681163
107,7060 Hall Harbors,Fort Worth,TX,32.747722,-97.312287
108,1265 Matthew Mountains,New York,NY,40.723864,-73.96017
109,80144 Griffin Lodge,Rochester,NY,43.113006,-77.637706
110,07750 Sarah Burg,Springfield,IL,39.723443,-89.666546
111,18899 Larsen Expressway,San Diego,CA,33.02566,-117.111101
112,179 Gray Lights,Oakland,CA,37.7248,-122.247957
113,450 Lauren Street,Albany,NY,42.655733,-73.799516
114,178 King Lock,Long Beach,CA,33.795523,-118.158405
115,8899 Patterson Stream,San Diego,CA,32.716894,-117.082644
116,0561 Cox Greens,San Antonio,TX,29.414489,-98.532051
117,41788 Phillips Manors,Rochester,NY,43.185704,-77.607664
118,973 Jones Crossroad,Sacramento,CA,38.603892,-121.40634
119,1071 Reynolds Mountain,Miami,FL,25.778417,-80.107669
120,795 Veronica Street,Springfield,IL,39.769851,-89.699703
121,9861 Allen Estates,Sacramento,CA,38.571057,-121.430471
122,68833 Conrad Views,Buffalo,NY,42.911727,-78.865818
123,923 Brewer Mission,Peoria,IL,40.73498,-89.571548
124,0760 Wendy Via,Houston,TX,29.975326,-95.24576
125,9267 Norris Forest,Dallas,TX,32.841709,-96.842582
126,4144 James Flats,San Antonio,TX,29.522138,-98.458052
127,48523 Ramirez Circles,Corpus Christi,TX,27.886442,-97.321373
128,8260 Frazier Tunnel,Dallas,TX,32.764719,-96.7581
129,39916 Bennett Harbor,Rockford,IL,42.244576,-89.01674
130,7348 Matthews Locks,Orlando,FL,28.54865,-81.389087
131,90886 Byrd Pine,Tampa,FL,27.932765,-82.403108
132,6988 Parker Cliffs,Mount Vernon,NY,40.904451,-73.821967
133,02889 Henderson Parkways,Buffalo,NY,42.927129,-78.807001
134,892 John Fords,San Diego,CA,32.8484,-116.984913
135,8753 Thomas Ports,Austin,TX,30.383175,-97.669465
136,0262 Chapman Pass,Fort Lauderdale,FL,26.106628,-80.159296
137,6754 Chung Hollow,Elgin,IL,42.049765,-88.225633
138,64472 Bowman Mountains,Jacksonville,FL,30.303121,-81.689831
139,1074 Eric Forest,Long Beach,CA,33.776445,-118.100766
140,626 Kayla Skyway,New Rochelle,NY,40.910313,-73.758088
141,7062 Jackson Mountains,Arlington,TX,32.73831,-97.118388
142,05056 Susan Island,Corpus Christi,TX,27.879608,-97.396375
143,8514 Angela Harbors,St. Petersburg,FL,27.785536,-82.682412
144,3068 Rogers Isle,Fort Lauderdale,FL,26.129819,-80.102505
145,844 Delgado Rue,Los Angeles,CA,33.971896,-118.273227
146,87257 Hart Crest,San Jose,CA,37.282232,-122.017451
147,778 Bryant Plains,Aurora,IL,41.787498,-88.249189
148,820 William Land,Oakland,CA,37.77618,-122.255477
149,92105 Suarez Unions,Fort Worth,TX,32.882773,-97.385803
150,39642 Briggs Shoal,Rochester,NY,43.12924,-77.649868
151,4849 Rivera Plaza,Springfield,IL,39.712764,-89.662005
152,65762 David Pass,Buffalo,NY,42.925717,-78.817224
153,674 Daniel Ranch,Tampa,FL,27.974353,-82.459709
154,13838 Smith Springs,Peoria,IL,40.742092,-89.526857
155,47496 Smith Lane,San Francisco,CA,37.70778,-122.388827
156,54657 Leonard Mews,Oakland,CA,37.841908,-122.221624
157,135 Heath Union,San Antonio,TX,29.453129,-98.407163
158,0207 Jones Station,Tampa,FL,27.904635,-82.478308
159,60530 Devin Hills,Orlando,FL,28.555664,-81.478115
160,345 Christopher Freeway,Fort Worth,TX,32.757561,-97.342449
161,7642 Robert Forks,Dallas,TX,32.749637,-96.838741
162,84327 Randall Square,Oakland,CA,37.846276,-122.272137
163,207 Jeffery Tunnel,Mount Vernon,NY,40.918972,-73.822969
164,987 Haas Mountain,Austin,TX,30.237222,-97.615567
165,81919 Thomas Drive,El Paso,TX,31.824538,-106.468765
166,070 Adam Curve,Rockford,IL,42.273236,-89.076713
167,6960 Cook Camp,Mount Vernon,NY,40.905845,-73.822405
168,43627 Monroe Pass,Naperville,IL,41.758059,-88.186256
169,41835 Hess Skyway,St. Petersburg,FL,27.721205,-82.692286
170,95134 Andrew Road,Austin,TX,30.350754,-97.634486
171,90416 Howell Brooks,San Francisco,CA,37.744638,-122.492503
172,6943 Kim Pines,Yonkers,NY,40.936622,-73.850694
173,09444 Copeland Coves,Chicago,IL,41.864731,-87.628713
174,281 Lowery Oval,Sacramento,CA,38.613167,-121.459152
175,5077 Lewis Squares,Jacksonville,FL,30.334894,-81.60352
176,7286 Michele Bypass,Mount Vernon,NY,40.906963,-73.824417
177,9387 Tara Row,Los Angeles,CA,34.054248,-118.653758
178,9600 Vanessa Path,Chicago,IL,41.980609,-87.601074
179,29174 Martin Row,Fort Worth,TX,32.735499,-97.347305
180,457 Harrington Overpass,Albany,NY,42.63447,-73.78095
181,9949 Smith Corners,El Paso,TX,31.744187,-106.407902
182,0367 Williams Walk,Mount Vernon,NY,40.906919,-73.823411
183,4739 Michael Villages,Rockford,IL,42.247211,-89.082924
184,953 Brandon Overpass,San Antonio,TX,29.583172,-98.593768
185,3771 Montgomery Expressway,Jacksonville,FL,30.334271,-81.698288
186,3049 Hernandez Glens,New York,NY,40.772264,-73.998655
187,598 Anderson Hill,Naperville,IL,41.767492,-88.13761
188,205 Bell Village,Naperville,IL,41.729015,-88.196543
189,25160 Hall Valleys,Yonkers,NY,40.923532,-73.858524
190,05134 Christine Land,Aurora,IL,41.756665,-88.292673
191,6700 Smith Haven,Joliet,IL,41.542304,-88.056249
192,594 Michael Run,Arlington,TX,32.765734,-97.130923
193,4745 Bonilla Forges,Chicago,IL,41.938637,-87.546591
194,935 Jessica Knolls,Corpus Christi,TX,27.89537,-97.361838
195,49526 David Villages,El Paso,TX,31.721884,-106.479455
196,39908 Hunter Way,Rochester,NY,43.173724,-77.609759
197,578 Fitzgerald Branch,Chicago,IL,41.804946,-87.562026
198,10178 Allison Point,Rockford,IL,42.213788,-89.017615
199,23393 Lee Loop,Rockford,IL,42.211058,-89.037106
200,8669 Best Grove,Long Beach,CA,33.759193,-118.190376
201,305 Mcclure Shoals,San Diego,CA,32.875895,-117.179114
202,60056 Ray Valley,San Diego,CA,32.79301,-116.900149
203,0340 Barbara Flats,Rochester,NY,43.198019,-77.608798
204,067 Miller Plains,Fort Worth,TX,32.757429,-97.334557
205,727 Michael Inlet,Jacksonville,FL,30.316217,-81.633476
206,25671 Lisa Grove,San Antonio,TX,29.374072,-98.430973
207,6369 Kevin Plains,Elgin,IL,42.044905,-88.209178
208,95815 Karen Row,Austin,TX,30.367901,-97.60255
209,7238 Jessica Rapid,Joliet,IL,41.565923,-88.059149
210,37507 Dawson Falls,Rockford,IL,42.212631,-89.044876
211,88036 Fernandez Green,Hialeah,FL,25.89803,-80.290902
212,4386 Heather Mountain,San Francisco,CA,37.782999,-122.31008
213,10103 Alan Summit,Oakland,CA,37.822988,-122.264828
214,56338 Brown Via,Syracuse,NY,43.068698,-76.136461
215,09918 Samantha Loaf,San Jose,CA,37.214138,-121.935584
216,2711 Summers Courts,Austin,TX,30.231857,-97.723034
217,6549 Smith Summit,Arlington,TX,32.744102,-97.11628
218,12129 Laura Common,San Antonio,TX,29.332531,-98.409913
219,1553 Edward Knoll,Houston,TX,30.062212,-95.200943
220,7819 Mckenzie Gateway,New Rochelle,NY,40.912299,-73.775782
221,4103 Patricia Junctions,Los Angeles,CA,33.965893,-118.668021
222,69351 Sarah Inlet,San Antonio,TX,29.33711,-98.450862
223,5569 Dickerson Mountains,Jacksonville,FL,30.308332,-81.636122
224,524 Laurie Stream,Rochester,NY,43.123775,-77.69566
225,9842 Garza Roads,Joliet,IL,41.569166,-88.019936
226,46026 Deborah Roads,Albany,NY,42.636172,-73.793718
227,3945 Anderson Rapids,Naperville,IL,41.789602,-88.111543
228,111 White Estates,Tampa,FL,27.9128,-82.423522
229,9769 Russell Ports,Oakland,CA,37.846794,-122.261708
230,28334 Delgado Roads,Springfield,IL,39.746108,-89.603688
231,4839 Moses Rest,Syracuse,NY,43.04322,-76.130003
232,5857 Norman Mountain,El Paso,TX,31.818231,-106.344064
233,14922 Robinson Ports,Houston,TX,30.00218,-95.339843
234,9656 Albert Alley,Miami,FL,25.897415,-80.121211
235,8888 Olivia Hill,Syracuse,NY,43.024511,-76.104122
236,59344 Amanda Turnpike,Sacramento,CA,38.650216,-121.439564
237,860 Vang Gateway,Tampa,FL,27.914387,-82.484189
238,45371 Solomon Light,Peoria,IL,40.737409,-89.555372
239,82803 Cochran Harbor,Arlington,TX,32.710702,-97.171959
240,2195 Bell Forest,Naperville,IL,41.724433,-88.199947
241,243 Fuller Vista,Aurora,IL,41.702248,-88.241197
242,225 Wu Orchard,San Jose,CA,37.367638,-121.967689
243,607 Mark Ways,Arlington,TX,32.761653,-97.176403
244,78215 Heather Square,Syracuse,NY,43.073876,-76.171907
245,6603 Krista Junction,Joliet,IL,41.522184,-88.077891
246,901 Anne Isle,San Jose,CA,37.246059,-121.914652
247,807 Chan Greens,Long Beach,CA,33.78233,-118.197496
248,8666 Debra Trail,Miami,FL,25.744375,-80.108563
249,966 Price Route,Rockford,IL,42.289656,-89.075371
250,3922 Zhang Mall,Rockford,IL,42.240647,-89.072154
251,50914 Paul Circle,Syracuse,NY,43.033525,-76.160107
252,87944 John Junction,Naperville,IL,41.72718,-88.149438
253,7662 Patrick Land,Joliet,IL,41.564901,-88.00858
254,206 Rodriguez Parks,Oakland,CA,37.759579,-122.285159
255,53746 Michelle Loaf,Arlington,TX,32.722041,-97.112511
256,70204 Shannon Lock,Albany,NY,42.652715,-73.750788
257,301 Bridges Island,Chicago,IL,41.979726,-87.536245
258,512 Brittany Prairie,Mount Vernon,NY,40.917541,-73.826361
259,6025 Davenport Rapid,Orlando,FL,28.488164,-81.432767
260,921 Luke Divide,Yonkers,NY,40.929735,-73.892591
261,1863 Tina Ferry,Houston,TX,29.843755,-95.30393
262,280 Barajas Orchard,San Jose,CA,37.371998,-121.912049
263,62232 Mendoza Street,St. Petersburg,FL,27.7256,-82.673977
264,99771 Hernandez Plaza,San Diego,CA,33.002094,-117.193406
265,079 Julie Alley,Springfield,IL,39.711457,-89.630017
266,6638 Travis Lane,Orlando,FL,28.468205,-81.478692
267,250 Sweeney Village,San Jose,CA,37.315039,-122.023997
268,452 Ethan Square,Houston,TX,29.983306,-95.441153
269,38056 Michael Roads,Rockford,IL,42.200919,-89.048295
270,040 Brandon Roads,Fresno,CA,36.864448,-119.7319
271,15972 Jodi Coves,Tallahassee,FL,30.409245,-84.264233
272,97735 Tina Corners,Rockford,IL,42.233663,-89.049911
273,8064 Jim Meadow,Hialeah,FL,25.867172,-80.258189
274,45297 Stacie Junctions,Corpus Christi,TX,27.731804,-97.32599
275,986 Bryan Landing,Albany,NY,42.636112,-73.79143
276,89826 Reeves Loaf,El Paso,TX,31.85649,-106.305343
277,0992 Raymond Mountains,New York,NY,40.770232,-73.942723
278,6005 Brian Forks,El Paso,TX,31.864299,-106.325469
279,56549 Freeman Knolls,San Antonio,TX,29.515342,-98.482112
280,740 Kathy Fork,Long Beach,CA,33.776726,-118.154556
281,427 Joseph Plaza,New Rochelle,NY,40.91612,-73.756738
282,03267 Kathleen Forest,New Rochelle,NY,40.90865,-73.751781
283,976 Livingston Underpass,Long Beach,CA,33.774454,-118.118873
284,4651 Alyssa Bridge,Tampa,FL,27.979884,-82.437365
285,30129 Sandoval Key,Oakland,CA,37.838284,-122.278228
286,358 Nelson Crest,Syracuse,NY,43.083843,-76.127155
287,0943 Mathis River,Springfield,IL,39.711084,-89.636665
288,2166 Phillips Land,New Rochelle,NY,40.902656,-73.766042
289,166 Lindsey Track,Arlington,TX,32.70068,-97.196928
290,8844 Jacob Flat,Jacksonville,FL,30.328526,-81.697849
291,95235 Michael Mountains,New Rochelle,NY,40.907498,-73.759313
292,892 Morgan Manors,San Jose,CA,37.206123,-122.045774
293,6454 Reynolds Center,Buffalo,NY,42.855343,-78.838046
294,21648 Martha Oval,San Jose,CA,37.356255,-121.833763
295,0066 Frank Ports,Oakland,CA,37.82193,-122.243715
296,17474 Tony Brooks,Aurora,IL,41.794266,-88.208409
297,63111 Bruce Spring,Miami,FL,25.834691,-80.217482
298,963 Little Wells,Mount Vernon,NY,40.912248,-73.821677
299,164 Frazier Keys,Albany,NY,42.642602,-73.75756
300,32298 Wolfe Rue,Fort Worth,TX,32.771579,-97.339733
301,2598 Nancy Centers,Chicago,IL,41.989095,-87.650908
302,38049 Carl Track,Peoria,IL,40.751208,-89.579827
303,86684 Brian Crossroad,El Paso,TX,31.895667,-106.464019
304,041 Ryan Lake,Oakland,CA,37.709879,-122.225773
305,65267 Katrina Dam,Arlington,TX,32.792431,-97.115312
306,7194 Peter Flats,Sacramento,CA,38.612147,-121.561926
307,67104 Michelle Gardens,Tampa,FL,27.934732,-82.495304
308,6436 Alexander Mission,Orlando,FL,28.497497,-81.3778
309,8263 Turner Prairie,Chicago,IL,41.845661,-87.582311
310,982 Bolton Center,St. Petersburg,FL,27.773875,-82.662729
311,3813 Brown Square,Tampa,FL,27.992543,-82.445026
312,89273 Christopher Causeway,Fort Lauderdale,FL,26.190491,-80.134787
313,1751 Jeff Estate,Sacramento,CA,38.510597,-121.448705
314,70661 Garcia Pike,Peoria,IL,40.713244,-89.5437
315,547 Jacob Throughway,Corpus Christi,TX,27.895737,-97.330974
316,62242 Kenneth Canyon,Fort Worth,TX,32.817735,-97.342175
317,47580 Todd Shores,Syracuse,NY,43.088503,-76.111311
318,9506 Gonzales Forks,Houston,TX,30.003217,-95.283437
319,041 Rodriguez Cliff,Miami,FL,25.780167,-80.135278
320,9962 Carol Tunnel,El Paso,TX,31.72818,-106.411398
321,467 York Junction,Miami,FL,25.859597,-80.276341
322,5408 Johnson Motorway,Oakland,CA,37.822215,-122.20336
323,242 Richard Brooks,Hialeah,FL,25.859378,-80.271295
324,99089 Troy Forges,San Diego,CA,32.86189,-116.982847
325,0494 Deborah Flats,Yonkers,NY,40.935734,-73.893375
326,79047 Ronald Vista,San Diego,CA,32.768808,-117.162961
327,2642 Laura Club,Austin,TX,30.330135,-97.663819
328,18916 Smith Roads,Peoria,IL,40.793234,-89.532163
329,55350 Browning Place,Los Angeles,CA,33.913136,-118.315875
330,782 Campos Ville,Aurora,IL,41.746401,-88.257618
331,510 Erin Summit,Tampa,FL,27.950413,-82.416984
332,2469 Ricky Estate,Hialeah,FL,25.892256,-80.267954
333,0624 Victoria Estates,Los Angeles,CA,33.912169,-118.675416
334,52693 Anna Tunnel,Buffalo,NY,42.864903,-78.898687
335,749 Wagner Lodge,Albany,NY,42.659274,-73.751911
336,219 Luna Terrace,Arlington,TX,32.780685,-97.124012
337,7494 Benjamin Cape,Arlington,TX,32.750123,-97.154892
338,51682 Phillips Lodge,San Antonio,TX,29.460584,-98.54825
339,23672 Hernandez Overpass,San Jose,CA,37.245172,-122.018718
340,4609 Soto Hill,Austin,TX,30.361776,-97.756688
341,8394 Moore Garden,Arlington,TX,32.719925,-97.141087
342,367 Alyssa Loop,Syracuse,NY,43.090552,-76.166475
343,999 Rachel Locks,Joliet,IL,41.564386,-88.032498
344,0329 Baker Rapids,St. Petersburg,FL,27.76518,-82.64104
345,486 Heather Mountains,Tallahassee,FL,30.449726,-84.221851
346,1758 Roberson Fall,San Francisco,CA,37.717791,-122.490011
347,1605 Jones Locks,Austin,TX,30.325057,-97.6054
348,2191 Timothy Well,Hialeah,FL,25.892396,-80.278589
349,4077 Sandra Knoll,San Antonio,TX,29.339992,-98.578611
350,590 Rojas Village,San Antonio,TX,29.535035,-98.597714
351,71148 Powell Gardens,Fort Lauderdale,FL,26.189614,-80.131399
352,6163 Carter Groves,Austin,TX,30.386663,-97.771629
353,2349 Deborah Trail,Arlington,TX,32.719549,-97.155431
354,2462 Angela Court,Hialeah,FL,25.87469,-80.28848
355,18265 Joseph Row,Mount Vernon,NY,40.913197,-73.822972
356,57042 Powell Station,Aurora,IL,41.718236,-88.247442
357,740 Michael Parkways,Aurora,IL,41.712929,-88.250324
358,4809 Evan Points,Corpus Christi,TX,27.802106,-97.428014
359,51194 John Brooks,Buffalo,NY,42.853928,-78.804772
360,8480 Moody Loop,Austin,TX,30.243406,-97.69141
361,7941 Johnny Glens,New Rochelle,NY,40.915479,-73.77868
362,2759 Vincent Ferry,Syracuse,NY,43.015486,-76.186271
363,806 Baldwin Well,Peoria,IL,40.792734,-89.58635
364,10967 Julie Common,Jacksonville,FL,30.336523,-81.6723
365,1156 Rickey Summit,Albany,NY,42.64806,-73.761592
366,531 Mitchell Circles,Tampa,FL,27.915562,-82.478673
367,029 Young Station,Yonkers,NY,40.928688,-73.89988
368,506 Crawford Shores,Fort Worth,TX,32.719557,-97.341746
369,187 Melissa Pass,New York,NY,40.731679,-73.928367
370,2806 Johnson Falls,Syracuse,NY,43.014149,-76.187395
371,63972 Shaffer Isle,Austin,TX,30.394162,-97.722346
372,067 Murray Gateway,San Antonio,TX,29.349909,-98.476162
373,64016 Patrick Villages,Elgin,IL,42.004171,-88.264546
374,804 Barry Plaza,Corpus Christi,TX,27.727955,-97.304474
375,3941 Murray Walk,Fort Lauderdale,FL,26.177329,-80.194763
376,659 Cordova Divide,Fort Lauderdale,FL,26.166594,-80.186797
377,15760 Samantha Summit,Orlando,FL,28.591601,-81.462047
378,55808 Sandra Corners,Mount Vernon,NY,40.906439,-73.826974
379,9586 Anita Lakes,Tampa,FL,27.955928,-82.497963
380,0647 Melody Islands,Joliet,IL,41.517796,-88.035213
381,5303 Holmes Expressway,Syracuse,NY,43.084179,-76.14505
382,232 Philip Estate,Rockford,IL,42.224766,-89.080335
383,076 Jason Summit,Rockford,IL,42.230713,-89.083923
384,394 Joseph Mission,Corpus Christi,TX,27.86207,-97.419268
385,89989 Rogers Valley,Rochester,NY,43.175412,-77.688646
386,06713 Smith Lock,Los Angeles,CA,33.984605,-118.490066
387,495 Anna Views,Austin,TX,30.265818,-97.769627
388,64179 Michael Way,Rochester,NY,43.187654,-77.658876
389,52648 Gilbert Rapids,Joliet,IL,41.547211,-88.079704
390,374 Jennifer Tunnel,Rockford,IL,42.21829,-89.086449
391,92212 Patricia Valleys,Springfield,IL,39.706368,-89.678739
392,92028 Thomas Terrace,Miami,FL,25.875614,-80.29212
393,903 Warren Canyon,Tallahassee,FL,30.455798,-84.295383
394,404 Alyssa Course,Oakland,CA,37.74625,-122.232512
395,969 Russell Islands,New York,NY,40.749401,-73.942818
396,773 Kelly Crossing,Austin,TX,30.244182,-97.731137
397,9865 David Throughway,Chicago,IL,41.878476,-87.620497
398,4634 Bethany Place,Sacramento,CA,38.558234,-121.456729
399,1085 Wise Roads,Corpus Christi,TX,27.82418,-97.321084
400,361 Williams Path,Springfield,IL,39.718044,-89.673823
401,6865 Matthew Mews,Peoria,IL,40.721736,-89.522454
402,8482 Joyce Pines,Naperville,IL,41.758278,-88.159731
403,369 Eric Lock,Aurora,IL,41.725369,-88.211825
404,8768 Mckenzie Cape,Albany,NY,42.641229,-73.792683
405,334 Brown Springs,San Diego,CA,33.081402,-117.131745
406,120 Denise Street,Aurora,IL,41.779462,-88.251231
407,18185 Robert Prairie,Yonkers,NY,40.921974,-73.860808
408,075 Johnathan Centers,Springfield,IL,39.73071,-89.620931
409,61598 Cunningham Ports,Los Angeles,CA,33.965513,-118.501127
410,05372 Emily Point,Rockford,IL,42.20265,-89.0443
411,485 Melendez Corners,Corpus Christi,TX,27.86667,-97.346403
412,98097 Thompson Heights,Tallahassee,FL,30.424995,-84.217295
413,2799 Donaldson Lights,Houston,TX,29.823651,-95.381063
414,705 Hayes Freeway,Austin,TX,30.374107,-97.698084
415,26662 Anderson Ridges,Aurora,IL,41.732311,-88.236937
416,17521 Rivera Light,Orlando,FL,28.462285,-81.345706
417,91126 Jacqueline Alley,Fort Lauderdale,FL,26.146857,-80.139708
418,1385 Huber Course,Syracuse,NY,43.0447,-76.141555
419,457 Megan Wall,Corpus Christi,TX,27.850009,-97.465848
420,13289 Anderson Key,Hialeah,FL,25.858819,-80.29186
421,3226 Brown Track,San Diego,CA,32.968671,-116.914113
422,9025 Wallace Points,Aurora,IL,41.766652,-88.229333
423,85235 Ryan Lodge,New Rochelle,NY,40.902664,-73.770071
424,710 Davenport Mountain,San Diego,CA,33.011049,-117.087676
425,759 Justin Land,Tampa,FL,27.931829,-82.450987
426,10758 Nathan Knoll,Joliet,IL,41.560753,-88.045511
427,94067 Kaitlyn Mills,Fort Worth,TX,32.782135,-97.302785
428,1665 Julia Views,Sacramento,CA,38.528791,-121.472064
429,5631 Mcintyre Roads,Sacramento,CA,38.522141,-121.475129
430,630 Kaiser Track,San Antonio,TX,29.541834,-98.400956
431,66458 Hanson Land,Orlando,FL,28.495921,-81.427482
432,34761 Baker Orchard,Oakland,CA,37.828835,-122.217111
433,64471 Sandra Highway,Fresno,CA,36.862613,-119.7762
434,46411 Baker Club,Chicago,IL,41.869431,-87.650752
435,242 Ruben Springs,St. Petersburg,FL,27.718726,-82.676429
