rent_id,property_id,client_id,agent_id,owner_id,rent_amount,commission_rate,commission_amount,commission_payment_method,commission_payment_date,agreement_date,rent_start_date,rent_end_date,terms,rent_months
83,237,975,30,1083,1500.0,0.05,1425.0,Credit Card,2024-12-30,2024-12-30,2025-01-11,2026-08-04,Lease agreement for Studio in FL for 19 months. Condition: Good.,19
84,111,1958,140,1203,9450.0,0.05,12757.5,Credit Card,2024-08-01,2023-12-08,2024-01-04,2026-03-24,Lease agreement for House in CA for 27 months. Condition: Good.,26
85,111,1314,90,1203,8520.0,0.1,14484.0,Cash,2024-12-31,2024-12-31,2025-01-11,2026-06-05,Lease agreement for House in CA for 17 months. Condition: Good.,17
86,111,1556,95,1203,11040.0,0.1,22080.0,Credit Card,2024-12-31,2024-12-31,2025-01-04,2026-08-27,Lease agreement for House in CA for 20 months. Condition: Good.,19
87,2051,1948,93,1080,3350.0,0.1,2010.0,Cash,2024-12-10,2024-11-28,2024-12-22,2025-06-20,Lease agreement for Office in CA for 6 months. Condition: Poor.,6
88,2051,1470,84,1080,2790.0,0.05,5022.0,Credit Card,2024-12-31,2024-12-31,2025-01-25,2028-01-10,Lease agreement for Office in CA for 36 months. Condition: Poor.,36
89,2051,52,188,1080,1920.0,0.05,2496.0,Cash,2024-12-31,2024-12-31,2025-01-22,2027-03-13,Lease agreement for Office in CA for 26 months. Condition: Poor.,26
90,1927,1120,120,1457,6690.0,0.05,9031.5,Credit Card,2024-12-18,2024-12-05,2024-12-16,2027-03-06,Lease agreement for House in NY for 27 months. Condition: Good.,27
91,1927,1046,78,1457,7270.0,0.1,10178.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-20,2026-03-16,Lease agreement for House in NY for 14 months. Condition: Good.,14
92,1927,1063,132,1457,6830.0,0.05,9903.5,Cash,2024-12-31,2024-12-31,2025-01-02,2027-05-22,Lease agreement for House in NY for 29 months. Condition: Good.,28
93,1910,802,14,1083,1190.0,0.05,1368.5,Bank Transfer,2024-08-12,2023-11-07,2023-11-08,2025-09-28,Lease agreement for Studio in FL for 23 months. Condition: Good.,22
94,1910,1780,185,1083,1160.0,0.05,754.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-06,2026-01-31,Lease agreement for Studio in FL for 13 months. Condition: Good.,12
95,1910,582,244,1083,1560.0,0.05,2808.0,Cash,2024-12-31,2024-12-31,2025-01-27,2028-01-12,Lease agreement for Studio in FL for 36 months. Condition: Good.,36
96,1102,437,14,945,1260.0,0.05,1134.0,Cash,2023-06-30,2023-04-28,2023-05-17,2024-11-07,Lease agreement for Studio in IL for 18 months. Condition: Fair.,18
97,1102,1194,191,945,1210.0,0.05,1149.5,Bank Transfer,2024-12-19,2024-12-17,2025-01-04,2026-07-28,Lease agreement for Studio in IL for 19 months. Condition: Fair.,18
98,1575,645,46,887,3570.0,0.05,3391.5,Cash,2024-12-25,2024-12-14,2024-12-17,2026-07-10,Lease agreement for Office in FL for 19 months. Condition: Good.,19
99,1575,757,22,887,3900.0,0.05,4290.0,Credit Card,2024-12-31,2024-12-31,2025-01-18,2026-11-09,Lease agreement for Office in FL for 22 months. Condition: Good.,22
100,1575,1120,132,887,3720.0,0.05,5952.0,Credit Card,2024-12-31,2024-12-31,2025-01-20,2027-09-07,Lease agreement for Office in FL for 32 months. Condition: Good.,32
101,69,1988,152,686,16090.0,0.1,32180.0,Bank Transfer,2024-02-13,2021-09-07,2021-09-29,2023-05-22,Lease agreement for Villa in CA for 20 months. Condition: Good.,20
102,698,1015,73,599,2970.0,0.05,3712.5,Cash,2023-10-15,2023-05-10,2023-06-08,2025-06-27,Lease agreement for Office in TX for 25 months. Condition: Good.,24
103,698,1927,5,599,2040.0,0.1,2652.0,Cash,2024-12-31,2024-12-31,2025-01-02,2026-01-27,Lease agreement for Office in TX for 13 months. Condition: Good.,12
104,698,322,124,599,2540.0,0.1,3048.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-17,2026-01-12,Lease agreement for Office in TX for 12 months. Condition: Good.,12
105,1562,1114,71,352,3060.0,0.05,4284.0,Cash,2024-02-16,2023-06-16,2023-07-08,2025-10-25,Lease agreement for Apartment in FL for 28 months. Condition: Good.,27
106,1562,1959,156,352,2640.0,0.05,2772.0,Credit Card,2024-12-31,2024-12-31,2025-01-02,2026-09-24,Lease agreement for Apartment in FL for 21 months. Condition: Good.,20
107,2883,1920,149,122,1870.0,0.05,1589.5,Credit Card,2023-04-15,2021-11-07,2021-11-28,2023-04-22,Lease agreement for Studio in CA for 17 months. Condition: Good.,17
108,2883,1721,55,122,1620.0,0.1,5832.0,Credit Card,2024-09-30,2024-03-22,2024-03-26,2027-03-11,Lease agreement for Studio in CA for 36 months. Condition: Good.,36
109,2883,303,82,122,1600.0,0.1,5760.0,Credit Card,2024-12-31,2024-12-31,2025-01-24,2028-01-09,Lease agreement for Studio in CA for 36 months. Condition: Good.,36
110,518,1301,39,64,3940.0,0.1,8274.0,Cash,2024-09-14,2024-09-07,2024-09-28,2026-06-20,Lease agreement for House in TX for 21 months. Condition: Good.,21
111,1677,1270,244,926,5130.0,0.1,16416.0,Credit Card,2023-09-09,2022-02-10,2022-02-28,2024-10-15,Lease agreement for Office in FL for 32 months. Condition: Fair.,32
112,1677,732,203,926,5500.0,0.1,9350.0,Bank Transfer,2024-12-09,2024-10-30,2024-11-23,2026-04-17,Lease agreement for Office in FL for 17 months. Condition: Fair.,17
113,844,732,102,611,1670.0,0.05,751.5,Credit Card,2024-08-31,2022-12-16,2022-12-31,2023-09-27,Lease agreement for Studio in CA for 9 months. Condition: Good.,9
114,844,1293,30,611,2130.0,0.1,3408.0,Credit Card,2024-12-30,2024-06-12,2024-06-29,2025-10-22,Lease agreement for Studio in CA for 16 months. Condition: Good.,16
115,844,1637,90,611,2200.0,0.1,5060.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-20,2026-12-11,Lease agreement for Studio in CA for 23 months. Condition: Good.,23
116,532,488,113,1361,950.0,0.1,2850.0,Cash,2024-12-11,2023-09-23,2023-09-26,2026-03-14,Lease agreement for Studio in FL for 30 months. Condition: Good.,30
117,532,560,87,1361,1150.0,0.1,2760.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-02,2026-12-23,Lease agreement for Studio in FL for 24 months. Condition: Good.,23
118,532,1884,46,1361,1240.0,0.05,434.0,Credit Card,2024-12-31,2024-12-31,2025-01-25,2025-08-23,Lease agreement for Studio in FL for 7 months. Condition: Good.,7
119,2968,500,19,212,6650.0,0.05,5985.0,Bank Transfer,2024-10-30,2024-08-18,2024-08-21,2026-02-12,Lease agreement for House in TX for 18 months. Condition: Good.,18
120,2968,111,90,212,5300.0,0.1,6360.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-07,2026-01-02,Lease agreement for House in TX for 12 months. Condition: Good.,12
121,2968,1253,14,212,7200.0,0.05,9000.0,Credit Card,2024-12-31,2024-12-31,2025-01-26,2027-02-15,Lease agreement for House in TX for 25 months. Condition: Good.,25
122,2547,687,184,1538,1870.0,0.1,3927.0,Cash,2024-04-06,2023-11-07,2023-11-29,2025-08-20,Lease agreement for Apartment in TX for 21 months. Condition: Good.,21
123,145,444,244,470,18800.0,0.1,50760.0,Credit Card,2024-07-25,2023-03-19,2023-04-18,2025-07-06,Lease agreement for Villa in CA for 27 months. Condition: Good.,27
124,145,46,176,470,15400.0,0.05,17710.0,Cash,2024-12-31,2024-12-31,2025-01-07,2026-11-28,Lease agreement for Villa in CA for 23 months. Condition: Good.,22
125,145,1645,191,470,20130.0,0.05,14091.0,Cash,2024-12-31,2024-12-31,2025-01-21,2026-03-17,Lease agreement for Villa in CA for 14 months. Condition: Good.,14
126,2691,639,181,599,5150.0,0.05,7725.0,Cash,2024-12-30,2024-12-16,2025-01-01,2027-06-20,Lease agreement for Office in CA for 30 months. Condition: Good.,29
127,2691,1382,72,599,5080.0,0.1,13716.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-07,2027-03-28,Lease agreement for Office in CA for 27 months. Condition: Good.,26
128,2671,1564,248,438,5700.0,0.1,20520.0,Cash,2024-05-19,2024-04-02,2024-04-16,2027-04-01,Lease agreement for Office in TX for 36 months. Condition: Good.,36
129,2671,2025,188,438,4470.0,0.05,4470.0,Credit Card,2024-12-31,2024-12-31,2025-01-27,2026-09-19,Lease agreement for Office in TX for 20 months. Condition: Good.,20
130,2671,854,102,438,4010.0,0.1,5213.0,Credit Card,2024-12-31,2024-12-31,2025-01-11,2026-02-05,Lease agreement for Office in TX for 13 months. Condition: Good.,13
131,970,2052,160,1312,6830.0,0.05,3756.5,Bank Transfer,2023-02-26,2022-12-21,2023-01-02,2023-11-28,Lease agreement for House in NY for 11 months. Condition: Good.,10
132,970,984,240,1312,6700.0,0.1,6030.0,Cash,2024-12-30,2024-12-30,2025-01-15,2025-10-12,Lease agreement for House in NY for 9 months. Condition: Good.,9
133,970,248,124,1312,5870.0,0.1,12327.0,Credit Card,2024-12-31,2024-12-31,2025-01-24,2026-10-16,Lease agreement for House in NY for 21 months. Condition: Good.,21
134,2921,470,4,1666,3120.0,0.05,2808.0,Bank Transfer,2024-12-13,2024-12-05,2024-12-22,2026-06-15,Lease agreement for House in FL for 18 months. Condition: Poor.,18
135,1118,482,85,45,3330.0,0.1,10989.0,Credit Card,2024-09-20,2024-06-14,2024-06-28,2027-03-15,Lease agreement for Office in IL for 33 months. Condition: Good.,33
136,936,1149,240,1207,4790.0,0.05,3592.5,Cash,2024-11-23,2024-11-01,2024-11-14,2026-02-07,Lease agreement for Office in NY for 15 months. Condition: Good.,15
137,936,2025,103,1207,4980.0,0.05,1743.0,Credit Card,2024-12-31,2024-12-31,2025-01-25,2025-08-23,Lease agreement for Office in NY for 7 months. Condition: Good.,7
138,853,1013,159,752,2440.0,0.05,1220.0,Cash,2024-12-18,2024-10-10,2024-10-23,2025-08-19,Lease agreement for Office in TX for 10 months. Condition: Fair.,10
139,853,1956,191,752,2260.0,0.1,7910.0,Cash,2024-12-31,2024-12-31,2025-01-15,2027-12-01,Lease agreement for Office in TX for 35 months. Condition: Fair.,35
140,1713,1138,233,1275,1090.0,0.1,981.0,Bank Transfer,2024-12-25,2024-12-12,2024-12-20,2025-09-16,Lease agreement for Studio in FL for 9 months. Condition: Good.,9
141,1713,126,71,1275,1340.0,0.05,871.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-28,2026-02-22,Lease agreement for Studio in FL for 13 months. Condition: Good.,13
142,1713,940,62,1275,1190.0,0.1,1666.0,Cash,2024-12-31,2024-12-31,2025-01-27,2026-03-23,Lease agreement for Studio in FL for 14 months. Condition: Good.,14
143,169,1949,203,1335,2690.0,0.05,3900.5,Bank Transfer,2024-07-26,2024-07-16,2024-07-23,2026-12-10,Lease agreement for Apartment in FL for 29 months. Condition: Fair.,29
144,169,715,52,1335,2460.0,0.05,2952.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-15,2027-01-05,Lease agreement for Apartment in FL for 24 months. Condition: Fair.,24
145,169,1733,167,1335,2240.0,0.1,6272.0,Cash,2024-12-31,2024-12-31,2025-01-20,2027-05-10,Lease agreement for Apartment in FL for 28 months. Condition: Fair.,28
146,1724,572,84,34,3690.0,0.1,7749.0,Bank Transfer,2024-05-26,2023-05-04,2023-05-17,2025-02-05,Lease agreement for House in IL for 21 months. Condition: Fair.,21
147,1724,1347,53,34,3740.0,0.05,4488.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-10,2026-12-31,Lease agreement for House in IL for 24 months. Condition: Fair.,23
148,394,435,84,601,7300.0,0.05,2190.0,Credit Card,2024-10-08,2024-05-03,2024-05-29,2024-11-25,Lease agreement for House in CA for 6 months. Condition: Good.,6
149,394,793,46,601,7230.0,0.05,11568.0,Cash,2024-12-15,2024-12-04,2024-12-08,2027-07-26,Lease agreement for House in CA for 32 months. Condition: Good.,31
150,2539,966,93,1694,1520.0,0.1,1520.0,Bank Transfer,2024-05-05,2022-12-08,2022-12-22,2023-10-18,Lease agreement for Studio in TX for 10 months. Condition: Good.,10
151,2539,259,89,1694,1800.0,0.05,2700.0,Bank Transfer,2024-12-17,2024-02-11,2024-02-13,2026-08-01,Lease agreement for Studio in TX for 30 months. Condition: Good.,30
152,2539,947,181,1694,1530.0,0.1,3519.0,Cash,2024-12-31,2024-12-31,2025-01-05,2026-11-26,Lease agreement for Studio in TX for 23 months. Condition: Good.,22
153,788,985,124,622,1350.0,0.1,4590.0,Credit Card,2024-12-30,2024-12-21,2024-12-24,2027-10-10,Lease agreement for Studio in TX for 34 months. Condition: Good.,34
154,788,483,217,622,1380.0,0.1,4416.0,Bank Transfer,2024-12-31,2024-12-31,2025-01-16,2027-09-03,Lease agreement for Studio in TX for 32 months. Condition: Good.,32
155,136,1167,30,308,1550.0,0.1,930.0,Credit Card,2024-12-04,2024-05-06,2024-05-24,2024-11-20,Lease agreement for Studio in FL for 6 months. Condition: Good.,6
156,136,1956,50,308,1750.0,0.1,1050.0,Credit Card,2024-12-29,2024-12-10,2024-12-11,2025-06-09,Lease agreement for Studio in FL for 6 months. Condition: Good.,6
