sale_id,property_id,client_id,agent_id,owner_id,sale_date,sale_amount,commission_rate,commission_amount,commission_payment_method,commission_payment_date
83,1431,2050,210,1029,2023-08-03,261483.23,0.03,7844.5,Bank Transfer,2024-10-26
84,2423,985,49,243,2024-06-26,913652.09,0.03,27409.56,Check,2024-11-26
85,709,1982,47,734,2023-04-12,308273.29,0.03,9248.2,Cash,2024-12-22
86,2605,2033,47,1385,2024-12-19,135935.89,0.05,6796.79,Check,2024-12-19
87,1382,1078,237,1341,2023-03-18,1064976.92,0.03,31949.31,Bank Transfer,2023-06-27
88,1006,343,74,1605,2024-03-22,522235.79,0.03,15667.07,Check,2024-04-12
89,789,1093,209,120,2024-09-09,405772.75,0.02,8115.46,Cash,2024-12-27
90,141,1247,7,1395,2024-06-30,176654.71,0.03,5299.64,Bank Transfer,2024-08-13
91,555,1416,126,1585,2024-12-04,594568.13,0.03,17837.04,Cash,2024-12-09
92,2714,1480,74,1561,2024-02-18,202274.88,0.03,6068.25,Bank Transfer,2024-05-10
93,341,314,229,692,2023-05-19,278208.18,0.02,5564.16,Bank Transfer,2024-03-28
94,1223,1920,138,1631,2024-08-18,185545.83,0.02,3710.92,Cash,2024-10-12
95,1994,1108,249,491,2024-10-30,1338789.64,0.02,26775.79,Bank Transfer,2024-12-11
96,461,1565,211,717,2024-04-26,135045.98,0.03,4051.38,Bank Transfer,2024-10-03
97,2165,872,146,1269,2024-05-07,127105.83,0.05,6355.29,Bank Transfer,2024-07-08
98,812,190,27,1564,2024-05-27,879265.71,0.05,43963.29,Check,2024-11-18
99,1822,1181,247,1312,2023-09-16,812518.7,0.05,40625.94,Cash,2024-07-20
100,194,974,47,879,2023-09-24,883066.6,0.03,26492.0,Cash,2024-10-04
101,1665,811,11,1595,2024-01-17,218857.67,0.02,4377.15,Check,2024-02-11
102,937,1029,70,1691,2024-05-14,271275.24,0.02,5425.5,Bank Transfer,2024-05-26
103,695,1138,245,980,2023-11-17,246030.8,0.03,7380.92,Check,2024-09-30
104,1655,1357,79,97,2023-09-09,467654.5,0.05,23382.72,Check,2024-08-21
105,938,662,77,664,2021-11-10,329862.24,0.03,9895.87,Bank Transfer,2024-02-28
106,1832,1824,242,883,2022-07-07,451892.31,0.03,13556.77,Bank Transfer,2023-10-28
107,1088,1090,211,542,2024-01-23,229452.76,0.03,6883.58,Check,2024-08-20
108,775,1852,6,821,2023-10-16,603968.89,0.02,12079.38,Bank Transfer,2023-12-03
109,519,1986,246,964,2023-11-26,267858.66,0.05,13392.93,Check,2024-02-02
110,36,962,116,1641,2023-07-19,189384.82,0.03,5681.54,Bank Transfer,2024-02-21
111,1623,1889,54,941,2024-04-15,1063438.76,0.05,53171.94,Cash,2024-11-22
112,1909,161,193,314,2024-10-17,939906.17,0.02,18798.12,Check,2024-11-14
113,1625,1227,106,778,2024-04-13,140017.75,0.02,2800.36,Cash,2024-10-02
114,2029,59,7,144,2023-06-13,225109.44,0.03,6753.28,Cash,2024-06-23
115,124,1547,42,250,2024-12-19,234916.57,0.02,4698.33,Cash,2024-12-26
116,713,273,249,1090,2021-03-10,126917.09,0.05,6345.85,Cash,2021-08-19
117,684,717,27,1383,2024-08-18,163189.39,0.05,8159.47,Check,2024-08-19
118,574,480,138,904,2024-06-19,1063106.19,0.03,31893.19,Bank Transfer,2024-12-28
119,160,1624,111,1049,2021-04-21,240127.05,0.05,12006.35,Check,2021-10-06
120,2841,1487,15,1699,2024-08-02,276953.1,0.05,13847.66,Cash,2024-11-22
121,1809,1914,228,486,2024-07-22,1789586.82,0.05,89479.34,Cash,2024-12-18
122,1869,124,211,193,2022-01-07,146593.91,0.03,4397.82,Check,2023-06-28
123,823,1763,148,980,2023-05-26,180121.61,0.05,9006.08,Bank Transfer,2024-06-09
124,1709,361,198,90,2024-11-28,238108.73,0.03,7143.26,Bank Transfer,2024-12-22
125,2816,1773,136,1203,2024-06-25,144748.46,0.02,2894.97,Bank Transfer,2024-10-03
126,960,1516,246,508,2021-09-22,221038.82,0.03,6631.16,Check,2022-09-20
127,1205,1482,66,524,2024-10-02,157582.37,0.05,7879.12,Cash,2024-12-26
128,778,1035,107,1318,2023-01-04,213677.95,0.02,4273.56,Check,2024-04-04
129,594,821,136,437,2021-08-26,510451.62,0.03,15313.55,Bank Transfer,2024-04-18
130,1358,1277,106,87,2021-07-28,711487.84,0.05,35574.39,Check,2022-05-31
131,541,2021,61,1582,2024-04-08,607836.94,0.05,30391.85,Check,2024-10-07
132,96,1535,27,1444,2024-10-18,234718.22,0.02,4694.36,Cash,2024-12-03
133,2337,638,145,582,2024-04-24,130532.41,0.03,3915.97,Bank Transfer,2024-09-14
134,1975,1048,237,1541,2024-02-14,1367918.48,0.05,68395.92,Cash,2024-06-18
135,2934,162,42,1263,2024-08-05,389772.26,0.03,11693.17,Bank Transfer,2024-11-12
136,2156,901,116,868,2024-01-18,196755.47,0.03,5902.66,Cash,2024-11-09
137,1928,1774,1,68,2024-12-30,1604886.25,0.05,80244.31,Bank Transfer,2024-12-30
138,114,716,173,608,2023-11-30,308712.88,0.03,9261.39,Check,2024-08-16
139,2904,1302,216,322,2023-06-29,189464.13,0.05,9473.21,Bank Transfer,2024-01-31
140,686,62,106,332,2024-07-26,279726.82,0.02,5594.54,Bank Transfer,2024-10-17
141,1040,1550,249,686,2023-06-23,288906.87,0.05,14445.34,Bank Transfer,2024-02-24
142,1496,171,135,1664,2021-02-15,207060.4,0.02,4141.21,Check,2021-05-31
143,506,678,42,1432,2022-08-18,1231592.77,0.02,24631.86,Cash,2024-05-06
144,2686,1542,86,431,2022-11-29,780557.65,0.02,15611.15,Check,2024-11-03
145,1230,599,192,1118,2021-01-10,404468.08,0.05,20223.4,Check,2023-09-10
146,629,538,222,733,2024-07-09,314733.11,0.03,9441.99,Cash,2024-08-08
147,2980,393,112,133,2023-07-07,855102.96,0.03,25653.09,Bank Transfer,2024-12-20
148,524,559,230,406,2024-07-25,233710.92,0.02,4674.22,Check,2024-10-20
149,1550,1579,218,1149,2023-06-18,337845.4,0.03,10135.36,Check,2024-03-26
150,2698,715,134,393,2024-08-20,187865.79,0.05,9393.29,Bank Transfer,2024-10-11
151,2510,302,134,381,2023-08-08,358342.83,0.05,17917.14,Bank Transfer,2024-06-15
152,2309,2033,27,156,2023-02-04,296072.14,0.03,8882.16,Cash,2024-07-18
153,1491,271,111,760,2022-08-19,368728.27,0.03,11061.85,Cash,2024-07-19
154,2905,1470,49,86,2023-03-24,370062.37,0.02,7401.25,Bank Transfer,2024-08-18
155,1203,1717,69,1688,2024-09-07,1013026.33,0.02,20260.53,Bank Transfer,2024-10-11
156,2366,1048,225,125,2024-08-12,136538.93,0.02,2730.78,Bank Transfer,2024-09-28
157,1429,142,111,520,2024-11-25,211441.51,0.03,6343.25,Check,2024-11-27
158,2287,958,54,854,2024-11-03,315650.99,0.05,15782.55,Check,2024-12-21
159,1522,1780,43,1109,2023-03-03,458938.48,0.02,9178.77,Bank Transfer,2023-12-20
160,1974,1283,106,752,2024-10-03,1242759.69,0.05,62137.98,Bank Transfer,2024-11-29
161,2943,1252,229,517,2024-06-29,150019.0,0.02,3000.38,Cash,2024-08-19
162,2706,787,243,699,2024-12-29,480433.27,0.02,9608.67,Check,2024-12-30
163,714,391,1,1075,2022-12-20,680415.09,0.02,13608.3,Check,2023-11-04
164,764,716,245,151,2020-11-07,1267371.0,0.03,38021.13,Bank Transfer,2022-06-01
165,855,941,186,1676,2022-02-21,210955.88,0.03,6328.68,Bank Transfer,2022-03-20
166,1626,144,125,1655,2022-11-10,178012.19,0.05,8900.61,Check,2023-05-05
167,1627,712,117,952,2022-12-17,471133.43,0.05,23556.67,Bank Transfer,2024-02-23
168,1365,555,66,1382,2024-06-02,1125050.69,0.02,22501.01,Check,2024-10-15
169,1941,629,117,1316,2024-02-26,357400.87,0.03,10722.03,Cash,2024-06-03
170,89,377,222,1174,2023-06-04,193913.26,0.02,3878.27,Cash,2024-10-15
171,452,1466,79,852,2023-05-08,249033.95,0.05,12451.7,Bank Transfer,2024-08-05
172,2729,955,42,1649,2024-10-25,234051.94,0.05,11702.6,Bank Transfer,2024-11-25
173,1732,1851,230,604,2024-08-29,218479.95,0.05,10924.0,Cash,2024-09-13
174,2245,837,245,766,2022-09-23,141674.81,0.03,4250.24,Check,2023-09-16
175,1404,61,118,299,2022-11-13,293357.34,0.03,8800.72,Check,2024-04-04
176,1533,901,198,1469,2022-12-18,265846.38,0.05,13292.32,Bank Transfer,2023-02-06
177,2098,1213,70,61,2024-04-10,233463.05,0.05,11673.15,Bank Transfer,2024-08-02
178,647,1320,187,1281,2024-10-02,191417.94,0.05,9570.9,Bank Transfer,2024-10-04
179,2438,1007,106,529,2024-01-30,761988.61,0.05,38099.43,Cash,2024-06-23
180,1289,985,209,989,2024-05-13,721512.12,0.02,14430.24,Cash,2024-08-08
181,164,38,27,1008,2023-08-10,124021.75,0.03,3720.65,Cash,2024-03-13
182,2137,971,37,1256,2023-03-23,125565.56,0.03,3766.97,Check,2023-05-12
183,1983,879,86,209,2024-03-04,169907.63,0.02,3398.15,Bank Transfer,2024-10-20
184,172,1715,127,749,2024-04-14,209195.76,0.02,4183.92,Cash,2024-09-09
185,2260,1595,193,1422,2024-04-22,557343.65,0.02,11146.87,Cash,2024-10-09
186,1793,1418,225,126,2022-04-05,278475.26,0.02,5569.51,Cash,2024-02-07
187,2863,674,99,1635,2024-12-30,1170393.2,0.05,58519.66,Cash,2024-12-30
188,2970,243,218,268,2024-11-30,341765.38,0.02,6835.31,Cash,2024-12-27
189,596,1645,138,1135,2024-06-07,242174.73,0.02,4843.49,Bank Transfer,2024-11-29
190,2565,309,99,1182,2024-04-11,632280.57,0.02,12645.61,Bank Transfer,2024-08-09
191,2457,524,227,1677,2023-09-25,679341.56,0.02,13586.83,Check,2024-07-27
192,2694,973,61,1523,2022-01-04,769445.98,0.03,23083.38,Bank Transfer,2022-12-07
193,1109,86,64,988,2024-05-29,284601.15,0.03,8538.03,Cash,2024-11-15
194,456,1640,91,1288,2024-11-17,408440.02,0.05,20422.0,Check,2024-12-04
195,1835,59,186,1386,2024-09-24,167260.2,0.03,5017.81,Bank Transfer,2024-11-11
196,6,219,236,142,2024-04-13,383589.04,0.02,7671.78,Cash,2024-05-22
197,1498,1912,207,179,2022-10-09,120010.78,0.02,2400.22,Bank Transfer,2022-10-18
198,2208,1891,106,890,2024-01-09,266308.93,0.02,5326.18,Bank Transfer,2024-07-23
199,1403,862,210,1411,2023-07-22,406485.9,0.03,12194.58,Cash,2024-12-27
200,1066,1587,175,1057,2024-09-23,387325.81,0.02,7746.52,Check,2024-10-17
201,1825,1113,129,644,2024-04-28,217487.94,0.02,4349.76,Bank Transfer,2024-07-05
202,2903,180,173,701,2023-07-22,257769.87,0.02,5155.4,Cash,2024-02-14
203,221,172,131,258,2024-07-08,624068.78,0.03,18722.06,Check,2024-10-09
204,1622,1989,61,1323,2022-07-15,376716.78,0.05,18835.84,Check,2024-08-20
205,2716,2044,235,891,2024-12-27,389991.97,0.03,11699.76,Bank Transfer,2024-12-27
206,2741,545,209,1019,2022-06-27,221590.11,0.02,4431.8,Check,2024-10-15
207,857,2000,186,726,2024-12-22,232254.62,0.05,11612.73,Cash,2024-12-24
208,233,1900,61,1570,2023-05-18,651004.22,0.02,13020.08,Check,2024-03-30
209,1581,637,237,376,2022-09-27,387787.32,0.05,19389.37,Bank Transfer,2023-02-28
210,11,1428,54,1565,2024-05-09,241314.17,0.02,4826.28,Bank Transfer,2024-06-13
211,676,1839,209,1583,2023-05-17,209635.39,0.05,10481.77,Check,2024-12-01
212,2941,945,29,400,2023-08-02,682904.64,0.03,20487.14,Bank Transfer,2024-07-03
213,825,1019,177,260,2021-09-29,682608.67,0.05,34130.43,Check,2022-05-01
214,1729,1600,116,202,2023-01-29,541249.55,0.03,16237.49,Check,2024-12-24
215,1511,834,134,1394,2024-07-31,116426.89,0.02,2328.54,Cash,2024-10-28
216,2947,987,235,464,2024-11-24,296200.3,0.05,14810.02,Bank Transfer,2024-12-29
217,2361,981,75,646,2024-11-09,254061.92,0.02,5081.24,Check,2024-11-19
218,1487,1249,190,1134,2023-10-14,1000730.87,0.02,20014.62,Cash,2024-12-06
219,1602,1710,51,1369,2024-04-19,366606.74,0.05,18330.34,Bank Transfer,2024-11-16
220,2037,865,41,1691,2023-10-12,141493.04,0.03,4244.79,Bank Transfer,2024-11-03
221,2933,1742,237,377,2024-05-18,731660.28,0.03,21949.81,Check,2024-06-08
222,1692,1670,247,1413,2024-07-25,432341.09,0.03,12970.23,Check,2024-11-29
223,560,1329,91,1651,2024-01-11,154732.66,0.03,4641.98,Bank Transfer,2024-06-16
224,1346,1885,23,103,2022-09-12,278188.0,0.02,5563.76,Cash,2023-07-16
225,2002,1086,77,338,2024-09-08,777215.16,0.05,38860.76,Cash,2024-09-28
226,1668,579,7,319,2023-06-19,163929.4,0.05,8196.47,Bank Transfer,2024-07-02
227,867,1812,187,45,2022-12-01,207032.72,0.05,10351.64,Check,2023-03-30
228,2880,204,112,1140,2023-07-16,1385671.1,0.05,69283.56,Check,2024-10-25
229,1823,1222,218,620,2024-08-23,242537.25,0.02,4850.74,Bank Transfer,2024-10-03
230,2408,119,109,214,2020-12-22,369754.89,0.05,18487.74,Cash,2024-12-23
231,2669,267,150,1039,2023-11-26,262602.29,0.05,13130.11,Check,2024-12-13
232,65,1184,175,1137,2024-04-08,245567.73,0.02,4911.35,Cash,2024-07-02
233,1621,1384,136,1690,2024-10-18,422883.93,0.05,21144.2,Check,2024-12-17
234,1391,127,190,276,2022-07-31,152525.69,0.05,7626.28,Cash,2022-11-16
235,1671,1122,207,548,2024-05-31,597567.86,0.03,17927.04,Bank Transfer,2024-08-04
236,2549,99,229,410,2022-09-17,896845.38,0.05,44842.27,Check,2024-03-28
237,2709,1390,145,1240,2024-11-06,252344.08,0.05,12617.2,Bank Transfer,2024-11-06
238,115,1733,210,169,2021-12-29,491628.77,0.02,9832.58,Cash,2024-12-11
239,382,1869,211,1185,2023-05-12,327539.87,0.05,16376.99,Check,2023-08-26
240,656,851,236,1388,2021-12-13,421240.59,0.05,21062.03,Check,2024-01-02
241,399,877,11,830,2022-09-21,108939.62,0.05,5446.98,Bank Transfer,2024-02-15
242,558,1083,77,1450,2024-07-05,490093.15,0.02,9801.86,Bank Transfer,2024-08-11
243,1744,141,116,1115,2024-12-29,225312.03,0.02,4506.24,Check,2024-12-30
244,1828,1752,77,809,2022-01-12,164779.6,0.02,3295.59,Bank Transfer,2022-08-31
245,1402,1064,47,1381,2024-02-24,336843.99,0.02,6736.88,Check,2024-10-14
246,1323,2000,111,411,2024-08-14,366375.87,0.03,10991.28,Cash,2024-11-18
247,2550,1100,21,289,2024-12-10,159020.97,0.05,7951.05,Bank Transfer,2024-12-23
248,1520,1586,242,1148,2021-07-31,158119.43,0.05,7905.97,Bank Transfer,2023-04-10
249,1352,1266,18,448,2024-05-14,1082748.34,0.05,54137.42,Bank Transfer,2024-07-10
250,1372,1602,79,382,2024-09-22,768874.81,0.03,23066.24,Bank Transfer,2024-12-18
251,1780,624,86,73,2024-05-02,116179.51,0.05,5808.98,Check,2024-12-04
252,1257,1697,138,1540,2024-02-12,1055982.41,0.05,52799.12,Cash,2024-06-10
253,2708,2020,86,829,2024-05-04,1445109.3,0.03,43353.28,Check,2024-10-14
254,2047,1434,118,1037,2022-09-29,262634.6,0.03,7879.04,Bank Transfer,2023-11-20
255,652,1582,47,820,2023-09-23,1045696.57,0.02,20913.93,Bank Transfer,2024-10-18
256,2031,1356,6,1569,2023-04-09,119785.41,0.02,2395.71,Bank Transfer,2023-08-03
257,1886,105,161,1083,2024-08-17,1371604.51,0.05,68580.23,Cash,2024-12-02
258,303,62,138,1382,2024-02-05,177507.57,0.03,5325.23,Cash,2024-02-26
259,810,1468,99,1179,2024-02-03,156691.49,0.05,7834.57,Check,2024-02-21
260,352,1533,51,963,2023-04-08,135316.82,0.02,2706.34,Cash,2024-01-10
261,1380,1785,175,1420,2024-04-20,113002.2,0.05,5650.11,Bank Transfer,2024-06-06
262,2491,167,112,1733,2024-06-10,775312.38,0.03,23259.37,Bank Transfer,2024-12-24
263,1887,1420,139,643,2023-06-30,638768.81,0.05,31938.44,Bank Transfer,2023-12-10
264,678,1671,51,989,2024-01-18,460151.96,0.05,23007.6,Check,2024-11-24
265,2014,1480,221,1051,2024-08-23,255416.04,0.03,7662.48,Check,2024-11-30
266,1553,420,80,148,2021-07-03,177706.13,0.02,3554.12,Cash,2024-08-02
267,836,1565,126,1700,2023-11-05,261774.51,0.03,7853.24,Cash,2024-04-09
268,2909,1811,111,1550,2023-05-17,873716.7,0.03,26211.5,Bank Transfer,2024-09-28
269,1715,955,221,1214,2024-04-23,231680.93,0.03,6950.43,Cash,2024-12-03
270,2957,322,51,680,2024-11-30,180540.13,0.05,9027.01,Cash,2024-12-16
271,1089,626,175,126,2024-05-12,240375.37,0.02,4807.51,Check,2024-06-25
272,279,514,18,618,2024-08-16,355572.97,0.03,10667.19,Bank Transfer,2024-11-04
273,2977,298,150,839,2023-11-24,1531806.0,0.02,30636.12,Cash,2024-02-11
274,2912,626,66,1725,2020-11-06,795552.99,0.02,15911.06,Check,2023-02-09
275,958,1179,177,207,2022-11-27,203320.95,0.02,4066.42,Bank Transfer,2023-05-21
276,2091,802,49,1108,2021-04-13,250695.58,0.02,5013.91,Check,2023-11-12
277,641,1954,99,1266,2024-06-03,332513.24,0.05,16625.66,Bank Transfer,2024-09-12
278,187,1453,18,127,2024-09-17,115708.45,0.03,3471.25,Check,2024-09-18
279,1212,1631,131,1538,2024-11-22,834124.01,0.05,41706.2,Cash,2024-12-09
280,963,723,173,648,2024-02-12,366521.16,0.02,7330.42,Cash,2024-03-15
281,1672,312,126,691,2024-10-23,190563.68,0.05,9528.18,Bank Transfer,2024-11-16
282,2046,1315,43,490,2022-04-11,165709.66,0.03,4971.29,Cash,2022-07-27
283,2679,322,61,1207,2021-02-26,1012310.99,0.02,20246.22,Check,2024-09-24
284,1651,1715,37,345,2023-11-17,191065.74,0.05,9553.29,Cash,2024-04-10
285,1470,1098,66,536,2022-05-15,239190.0,0.05,11959.5,Bank Transfer,2023-01-08
286,2194,706,75,668,2024-01-20,371861.35,0.05,18593.07,Check,2024-12-29
287,1691,1072,21,1663,2024-12-14,189856.61,0.03,5695.7,Cash,2024-12-24
288,1250,1287,241,1108,2024-08-29,158827.12,0.05,7941.36,Check,2024-09-16
289,813,993,236,249,2024-08-24,844867.6,0.02,16897.35,Cash,2024-09-27
290,2236,1624,43,259,2022-11-12,241134.85,0.05,12056.74,Check,2024-09-12
291,1454,1667,227,1001,2024-06-06,248381.28,0.03,7451.44,Bank Transfer,2024-09-02
292,2893,1721,146,1633,2024-12-06,171599.48,0.02,3431.99,Cash,2024-12-12
293,1374,1031,80,462,2021-08-01,238499.12,0.05,11924.96,Bank Transfer,2024-06-13
294,1315,1440,243,1700,2024-11-19,261049.85,0.03,7831.5,Cash,2024-11-26
295,2808,314,61,1212,2024-02-02,253053.1,0.05,12652.66,Check,2024-07-25
296,173,1763,43,680,2024-05-06,247099.94,0.02,4942.0,Bank Transfer,2024-11-05
297,66,107,29,592,2024-03-08,753333.62,0.05,37666.68,Bank Transfer,2024-06-30
298,2422,310,190,161,2024-07-28,243124.58,0.02,4862.49,Check,2024-12-05
299,972,1683,247,358,2022-04-03,432683.77,0.03,12980.51,Check,2024-06-16
300,133,444,177,617,2024-12-20,176423.83,0.03,5292.71,Bank Transfer,2024-12-27
301,238,353,99,1098,2021-02-27,216677.39,0.05,10833.87,Bank Transfer,2023-05-18
302,2407,1703,23,1123,2023-12-01,492514.79,0.05,24625.74,Cash,2024-04-03
303,2189,792,75,137,2024-04-17,233024.82,0.03,6990.74,Cash,2024-10-18
304,2872,1176,130,470,2024-11-04,387193.7,0.02,7743.87,Bank Transfer,2024-11-19
305,474,555,225,1511,2024-04-05,1542172.16,0.03,46265.16,Bank Transfer,2024-05-06
306,2318,77,7,45,2022-07-22,283668.61,0.03,8510.06,Cash,2023-08-15
307,934,1944,247,1298,2024-03-15,202765.9,0.05,10138.3,Cash,2024-06-24
308,433,548,18,1274,2024-06-17,2021392.02,0.03,60641.76,Check,2024-09-14
